counterfeit_smiles,parent_smiles,category,similarity_to_parent,qed,sa_score,p_counterfeit,n_edited_atoms,edited_atoms
COc1ccc(C2Sc3cc(Cl)ccc3N(c3ccccc3)C(=O)C2C)cc1,CCC(=O)OC1C(=O)N(CCN(C)C)c2ccc(Cl)cc2SC1c1ccc(OC)cc1,evolved,0.402,0.494,3.01,,7,16 17 18 19 20 21 25
Nc1[nH]nc2nc(-c3ccccc3)nc(OCC3CC3)c12,Nc1[nH]nc2nc(-c3ccccc3)nc(O)c12,evolved,0.471,0.766,2.55,,4,16 17 18 19
CCc1nc(-c2ccccc2)nc2n[nH]c(-c3ccccc3)c12,Nc1[nH]nc2nc(-c3ccccc3)nc(O)c12,evolved,0.403,0.615,2.25,,8,0 1 16 17 18 19 20 21
Cc1ccc(CS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)CS(=O)(=O)C(F)(F)F)cc1,evolved,0.422,0.848,1.57,,7,0 1 2 3 4 16 17
Cc1ccc(S(=O)(=O)CS(=O)(=O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)CS(=O)(=O)C(F)(F)F)cc1,evolved,0.5,0.868,1.91,,6,12 13 14 15 16 17
CCS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)CS(=O)(=O)C(F)(F)F)cc1,evolved,0.5,0.702,1.56,,1,0
O=C(O)[C@@H]1C[C@H]2CCCC[C@@H]2N1C(=O)CCc1ccccc1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@H]2CCCC[C@@H]21,evolved,0.413,0.93,2.98,,6,16 17 18 19 20 21
CCCCc1ccc2c(c1)sc(=O)n2C(C)=O,CCCCC(=O)c1ccc2c(c1)sc(=O)n2C(C)=O,evolved,0.523,0.838,2.36,,0,
CC1=C(c2ccccc2)CN(NC(=O)c2ccccc2)CC1,CC1=C(C)CN(NC(=O)c2ccccc2)CC1,evolved,0.643,0.939,2.23,,6,3 4 5 6 7 8
CN1CCN(NC(=O)c2ccccc2)CC1,CC1=C(C)CN(NC(=O)c2ccccc2)CC1,evolved,0.509,0.79,1.86,,2,0 1
CC(C)COc1ccc2cc(C3=NCCN3)ccc2c1,COc1ccc2cc(C3=NCCN3)ccc2c1,evolved,0.633,0.923,2.29,,3,0 1 2
CCCOc1ccc2cc(C3=NCCN3)ccc2c1,COc1ccc2cc(C3=NCCN3)ccc2c1,evolved,0.644,0.91,2.22,,2,0 1
CCOc1ccc2cc(C3=NCCN3)ccc2c1,COc1ccc2cc(C3=NCCN3)ccc2c1,evolved,0.691,0.894,2.19,,1,0
COc1ccc2cc(OC(C)C3=NCCN3)ccc2c1,COc1ccc2cc(C3=NCCN3)ccc2c1,evolved,0.453,0.928,2.85,,8,8 9 10 11 12 13 14 15
COc1ccc2cc(OC)ccc2c1,COc1ccc2cc(C3=NCCN3)ccc2c1,evolved,0.444,0.721,1.4,,2,8 9
COc1ccc(-c2ccc3cc(C4=NCCN4)ccc3c2)cc1,COc1ccc2cc(C3=NCCN3)ccc2c1,evolved,0.691,0.797,2.1,,8,0 1 2 3 4 5 21 22
CCCN(CC)Cc1cc(=O)[nH]c2ccccc12,CCCC(=O)N(Cc1cc(=O)[nH]c2ccccc12)c1ccc(C)cc1,evolved,0.507,0.878,2.06,,2,4 5
COCc1cc(=O)[nH]c2ccccc12,CCCC(=O)N(Cc1cc(=O)[nH]c2ccccc12)c1ccc(C)cc1,evolved,0.417,0.78,1.88,,2,0 1
CCc1cc(=O)[nH]c2ccccc12,CCCC(=O)N(Cc1cc(=O)[nH]c2ccccc12)c1ccc(C)cc1,evolved,0.47,0.703,1.8,,1,0
COCCc1nc2cc(Cl)c(Cl)cc2c2cc(C(=O)O)nn12,O=C(O)c1cc2c3cc(Cl)c(Cl)cc3nc(O)n2n1,evolved,0.536,0.79,2.64,,4,0 1 2 3
CC(C)c1nc2cc(Cl)c(Cl)cc2c2cc(C(=O)O)nn12,O=C(O)c1cc2c3cc(Cl)c(Cl)cc3nc(O)n2n1,evolved,0.587,0.773,2.6,,3,0 1 2
Cc1nc2cc(Cl)c(Cl)cc2c2cc(C(=O)O)nn12,O=C(O)c1cc2c3cc(Cl)c(Cl)cc3nc(O)n2n1,evolved,0.617,0.748,2.52,,1,0
O=C(O)c1cc2c3cc(Cl)c(Cl)cc3nc(-c3ccccc3)n2n1,O=C(O)c1cc2c3cc(Cl)c(Cl)cc3nc(O)n2n1,evolved,0.544,0.571,2.35,,6,16 17 18 19 20 21
CCNC(=O)CN1C(=O)c2cccc3cc(C)cc(c23)C1=O,CC(=O)c1cc2c3c(cccc3c1)C(=O)N(CC(=O)O)C2=O,evolved,0.459,0.879,2.1,,3,0 1 2
CCN1C(=O)c2cccc3cc(C)cc(c23)C1=O,CC(=O)c1cc2c3c(cccc3c1)C(=O)N(CC(=O)O)C2=O,evolved,0.412,0.717,2.03,,0,
COc1cc2ncc3c(N)nc4c(C)c(OC)ccc4c3c2cc1OC,COc1cc2ncc3c(N)nc4c(C)c(Cl)ccc4c3c2cc1OC,evolved,0.735,0.566,2.42,,2,15 16
COc1cc2ncc3c(N)nc4c(C)c(C)ccc4c3c2cc1OC,COc1cc2ncc3c(N)nc4c(C)c(Cl)ccc4c3c2cc1OC,evolved,0.714,0.558,2.39,,1,15
COc1cc2ncc3c(C)nc4c(C)c(OC)ccc4c3c2cc1OC,COc1cc2ncc3c(N)nc4c(C)c(Cl)ccc4c3c2cc1OC,evolved,0.506,0.507,2.36,,3,9 15 16
COc1cc(C(=O)O)c2cccc(C3CCC3)c2n1,Cc1cc(C2CCC2)nc2c(C3CCC3)cccc12,evolved,0.412,0.917,2.24,,4,0 1 6 7
Cc1cc(CCC(=O)O)nc2c(C3CCC3)cccc12,Cc1cc(C2CCC2)nc2c(C3CCC3)cccc12,evolved,0.54,0.917,2.27,,5,4 5 6 7 8
Cc1cc(C(=O)O)c2cccc(C3CCC3)c2n1,Cc1cc(C2CCC2)nc2c(C3CCC3)cccc12,evolved,0.453,0.875,2.11,,3,0 5 6
Cc1cc(C)c2cccc(C3CCC3)c2n1,Cc1cc(C2CCC2)nc2c(C3CCC3)cccc12,evolved,0.654,0.691,2.06,,1,0
CO[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,evolved,0.532,0.723,5.0,,2,0 1
COC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(OC)O1,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,evolved,0.487,0.737,5.22,,4,0 1 27 28
COCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO,evolved,0.607,0.777,4.79,,2,0 6
COCC(=O)[C@@]1(O)[C@H](C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO,evolved,0.8,0.753,4.64,,1,0
O=C(COC(=O)c1ccccc1O)OCC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1O,evolved,0.438,0.845,1.98,,11,0 1 2 13 14 15 16 17 18 19 20
O=C(OCC1CCCCC1)c1ccccc1O,O=C(OC1CCCCC1)c1ccccc1O,evolved,0.5,0.817,1.81,,7,3 4 5 6 7 8 9
O=C(c1ccccc1O)C1CCCCC1,O=C(OC1CCCCC1)c1ccccc1O,evolved,0.471,0.751,1.78,,6,9 10 11 12 13 14
CCCOC(=O)c1ccccc1O,O=C(OC1CCCCC1)c1ccccc1O,evolved,0.415,0.723,1.61,,3,0 1 2
CCOC(=O)c1ccccc1O,O=C(OC1CCCCC1)c1ccccc1O,evolved,0.412,0.678,1.47,,2,0 1
O=c1oc2ccccc2c(O)c1C1CCCCC1,O=c1oc2ccccc2c(O)c1C1OCCc2ccccc21,evolved,0.427,0.78,2.17,,0,
CO[N+](=O)c1ccc(C=NN(C)C(=O)O)o1,CN(C)C(=O)N(C)/N=C/c1ccc([N+](=O)[O-])o1,evolved,0.492,0.616,3.57,,2,0 14
CN(N=Cc1ccc([N+](=O)c2ccccc2)o1)C(=O)O,CN(C)C(=O)N(C)/N=C/c1ccc([N+](=O)[O-])o1,evolved,0.453,0.527,2.99,,7,10 11 12 13 14 15 19
O=[N+]([O-])c1ccc(/C=N/c2ccccc2)o1,CN(C)C(=O)N(C)/N=C/c1ccc([N+](=O)[O-])o1,evolved,0.424,0.45,2.31,,6,9 10 11 12 13 14
CN(Cc1ccccc1)/N=C/c1ccc([N+](=O)[O-])o1,CN(C)C(=O)N(C)/N=C/c1ccc([N+](=O)[O-])o1,evolved,0.492,0.47,2.55,,6,3 4 5 6 7 8
COc1cccc([C@]2(O)CCS(=O)C[C@@H]2c2ccccc2)c1,COc1cccc([C@]2(O)CCS(=O)C[C@@H]2CN(C)C)c1.Cl,evolved,0.513,0.947,3.57,,6,15 16 17 18 19 20
COc1cccc([C@]2(O)CCS(=O)C[C@@H]2Cc2ccccc2)c1,COc1cccc([C@]2(O)CCS(=O)C[C@@H]2CN(C)C)c1.Cl,evolved,0.627,0.938,3.57,,6,16 17 18 19 20 21
Cc1nc2ccc(CCN(C)CCO)cc2s1,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2nc(C)sc2c1,evolved,0.483,0.882,2.24,,2,12 13
CCN(C)CCc1ccc2nc(C)sc2c1,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2nc(C)sc2c1,evolved,0.471,0.808,2.16,,1,0
COc1ccccc1CCc1ccc2nc(C)sc2c1,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2nc(C)sc2c1,evolved,0.417,0.708,1.91,,8,0 1 2 3 4 5 6 7
CC(O)COC(=O)c1cccc(Oc2ccccc2)c1,CCCOc1cccc(C(=O)OCC(O)CNC(C)C)c1,evolved,0.413,0.85,2.19,,6,13 14 15 16 17 18
CCCOc1cccc(C(N)=O)c1,CCCOc1cccc(C(=O)OCC(O)CNC(C)C)c1,evolved,0.455,0.762,1.54,,1,10
CCCOc1cccc(C(=O)OC)c1,CCCOc1cccc(C(=O)OCC(O)CNC(C)C)c1,evolved,0.556,0.69,1.49,,0,
CCc1ccc(-c2ccccc2-c2nnc(N)s2)cc1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnc(N)s2)cc1,evolved,0.476,0.789,2.02,,1,0
COc1ccc2c(c1)c(C)c(C(=O)O)n2-c1ccccc1,COc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2-c1ccccc1,evolved,0.481,0.797,2.0,,1,9
COc1ccc2c(c1)c(OC)c(C(=O)O)n2-c1ccccc1,COc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2-c1ccccc1,evolved,0.481,0.802,2.05,,2,9 10
COc1ccc2c(c1)c(-c1ccccc1)c(C(=O)O)n2-c1ccccc1,COc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2-c1ccccc1,evolved,0.645,0.567,1.97,,0,
COc1ccc(-c2c(C)n(-c3ccccc3)c3ccc(OC)cc23)cc1,COc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2-c1ccccc1,evolved,0.419,0.48,1.89,,2,0 1
C=S(=O)(NC1CCC(C)CC1)c1ccc(CCNC(C)=O)cc1,C=C(NCCc1ccc(S(=C)(=O)NC(=C)NC2CCC(C)CC2)cc1)NC/C(C)=C(/CC)C(C)=O,evolved,0.462,0.784,2.9,,9,4 5 6 7 8 9 10 19 20
C=C(NC1CCC(C)CC1)NS(=C)(=O)c1ccc(C)cc1,C=C(NCCc1ccc(S(=C)(=O)NC(=C)NC2CCC(C)CC2)cc1)NC/C(C)=C(/CC)C(C)=O,evolved,0.494,0.82,3.23,,0,
Cc1ccc2c(c1)N=C(N1CCN(C)CC1)c1ccccc1N2CCO,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)Nc3cc(Cl)cc(Cl)c3)c3ccccc32)CC1,evolved,0.4,0.904,2.42,,3,0 24 25
CC(C)Cc1ccc2[nH]cc(CC3CCCN3C)c2c1,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,evolved,0.578,0.889,2.73,,2,0 2
CN1CCCC1Cc1ccc2[nH]cc(CC3CCCN3C)c2c1,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,evolved,0.588,0.934,3.19,,6,0 1 2 3 4 5
CCc1ccc2[nH]cc(CS(=O)(=O)c3ccccc3)c2c1,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,evolved,0.404,0.798,2.04,,9,10 11 12 13 14 15 16 17 18
CCOC(c1ccccc1)c1ccccc1,CN1CCC(COC(c2ccccc2)c2ccccc2)CC1,evolved,0.417,0.748,1.61,,1,0
CC1(C)C(=O)N(c2ccc(C#N)c(-c3ccccc3)c2)C(=O)N1CCO,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCF,evolved,0.451,0.86,2.49,,7,13 14 15 16 17 18 25
CNCc1c(-c2ccc(F)cc2)nc2c(Cl)cc(Cl)cn12,CCCCN(C)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(Cl)cc(Cl)cn12,evolved,0.417,0.784,2.4,,3,0 1 9
Clc1ccc(-c2nc3c(Cl)cc(Cl)cn3c2Cl)cc1,CCCCN(C)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(Cl)cc(Cl)cn12,evolved,0.416,0.566,2.3,,1,16
CC1(Cc2ccccc2)Nc2cc(Cl)ccc2S(=O)(=O)N1,O=S1(=O)NC2(CCCC2)Nc2cc(Cl)ccc21,evolved,0.406,0.893,3.18,,8,0 2 3 4 5 6 7 8
CC(C)CCC1(C)Nc2cc(Cl)ccc2S(=O)(=O)N1,O=S1(=O)NC2(CCCC2)Nc2cc(Cl)ccc21,evolved,0.424,0.901,3.57,,6,0 1 2 3 4 6
c1ccc(O[C@@H](c2ccccc2)[C@H]2CCNC2)cc1,Fc1cccc(F)c1O[C@@H](c1ccccc1)[C@H]1CCNC1,evolved,0.586,0.901,2.69,,0,
c1ccc([C@H](c2ccccc2)[C@H]2CCNC2)cc1,Fc1cccc(F)c1O[C@@H](c1ccccc1)[C@H]1CCNC1,evolved,0.414,0.862,2.42,,6,5 6 7 8 9 10
C[C@@H](Oc1c(F)cccc1F)c1ccccc1,Fc1cccc(F)c1O[C@@H](c1ccccc1)[C@H]1CCNC1,evolved,0.4,0.776,2.29,,1,0
Fc1cccc(F)c1O[C@H](c1ccccc1)c1ccccc1,Fc1cccc(F)c1O[C@@H](c1ccccc1)[C@H]1CCNC1,evolved,0.414,0.648,1.88,,2,19 20
CCC(CC)OCn1cnc2c(=O)[nH]c(N)nc21,N.Nc1nc2c(ncn2COC2COP(=O)(O)OC2)c(=O)[nH]1,evolved,0.5,0.821,2.91,,5,0 1 2 3 4
COc1ccc(OCn2cnc3c(=O)[nH]c(N)nc32)cc1,N.Nc1nc2c(ncn2COC2COP(=O)(O)OC2)c(=O)[nH]1,evolved,0.463,0.733,2.37,,5,0 1 2 3 20
OCCOc1ccc2c(c1)C=Cc1ccccc1O2,CC(C(=O)O)c1ccc2c(c1)C=Cc1ccccc1O2,evolved,0.42,0.779,2.3,,4,0 1 2 3
COc1ccc2c(c1)C=Cc1ccccc1O2,CC(C(=O)O)c1ccc2c(c1)C=Cc1ccccc1O2,evolved,0.468,0.622,2.16,,2,0 1
C1=Cc2cc(-c3ccccc3)ccc2Oc2ccccc21,CC(C(=O)O)c1ccc2c(c1)C=Cc1ccccc1O2,evolved,0.453,0.435,2.05,,6,5 6 7 8 9 10
COC1=C[C@]23CCCN2CCc2cc(OC)c(OC)cc2[C@@H]3[C@@H]1O,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]3[C@@H]1O)OCO4,evolved,0.632,0.919,4.22,,4,14 15 17 18
COc1cc2c(cc1C)CCN1CCC[C@@]13C=C(OCc1ccccc1)[C@@H](O)[C@@H]23,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]3[C@@H]1O)OCO4,evolved,0.43,0.857,4.14,,9,0 1 8 20 21 22 23 24 25
COc1cc2c(cc1OC)[C@@H]1[C@H](O)C(OCc3ccccc3)=C[C@@]13CCCN3CC2,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]3[C@@H]1O)OCO4,evolved,0.443,0.82,4.07,,10,0 1 8 9 16 17 18 19 20 21
CC(=O)NCCc1c(-c2ccccc2)n(F)c2ccccc12,CC(=O)NCCc1c2n(c3ccccc13)CCCc1ccccc1-2,evolved,0.402,0.782,2.34,,7,8 9 10 11 12 13 15
Nc1c2n(c3ccccc13)CCCc1ccccc1-2,CC(=O)NCCc1c2n(c3ccccc13)CCCc1ccccc1-2,evolved,0.475,0.644,2.12,,1,0
Cc1c2n(c3ccccc13)CCCc1ccccc1-2,CC(=O)NCCc1c2n(c3ccccc13)CCCc1ccccc1-2,evolved,0.5,0.548,2.04,,0,
c1ccc(-c2c3n(c4ccccc24)CCCc2ccccc2-3)cc1,CC(=O)NCCc1c2n(c3ccccc13)CCCc1ccccc1-2,evolved,0.459,0.411,1.98,,6,0 1 2 3 22 23
COc1ccccc1Sc1ccc2[nH]c(=O)[nH]c(=S)c2c1,O=c1[nH]c(=S)c2cc(Sc3ccc4ccccc4c3)ccc2[nH]1,evolved,0.514,0.723,2.55,,2,0 1
COc1ccc2[nH]c(=O)[nH]c(=S)c2c1,O=c1[nH]c(=S)c2cc(Sc3ccc4ccccc4c3)ccc2[nH]1,evolved,0.403,0.7,2.43,,2,0 1
O=c1[nH]c(=S)c2cc(-c3ccccc3)ccc2[nH]1,O=c1[nH]c(=S)c2cc(Sc3ccc4ccccc4c3)ccc2[nH]1,evolved,0.4,0.655,2.19,,6,8 9 10 11 12 13
O=c1[nH]c(=S)c2cc(SCl)ccc2[nH]1,O=c1[nH]c(=S)c2cc(Sc3ccc4ccccc4c3)ccc2[nH]1,evolved,0.525,0.759,3.26,,1,9
c1ccc(CNc2ccc(N3CCNCC3)nn2)cc1,Cc1ccc(C)n1Nc1ccc(N2CCNCC2)nn1,evolved,0.455,0.881,2.06,,7,0 1 2 3 4 18 19
Cc1ccc(CCNc2ccc(N3CCNCC3)nn2)cc1,Cc1ccc(C)n1Nc1ccc(N2CCNCC2)nn1,evolved,0.464,0.882,2.15,,9,0 1 2 3 4 5 6 20 21
Cc1ccc(N2CCCC2)n1Nc1ccc(N2CCCC2)nn1,Cc1ccc(C)n1Nc1ccc(N2CCNCC2)nn1,evolved,0.477,0.94,2.75,,5,5 6 7 8 9
Cc1ccc(C)n1Nc1ccc(N2CCCC2)nn1,Cc1ccc(C)n1Nc1ccc(N2CCNCC2)nn1,evolved,0.692,0.917,2.61,,0,
Cc1c(O)c(CCc2ccccc2F)cc2c1CCO2,Cc1c(O)c(CCCSc2ccccc2)cc2c1CCO2,evolved,0.507,0.925,2.35,,7,7 8 9 10 11 12 13
Cc1c(O)c(Cc2ccccc2)cc2c1CCO2,Cc1c(O)c(CCCSc2ccccc2)cc2c1CCO2,evolved,0.5,0.873,2.18,,6,6 7 8 9 10 11
C[C@@H](N)C(=O)NC[C@@H]1COC[C@@H]1Sc1ccc(F)cc1,C[C@@H](N)C(=O)NC[C@@H]1COC[C@@H]1SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C2[C@H]1C,evolved,0.449,0.862,3.53,,2,17 19
C[C@@H](N)C(=O)NC[C@@H]1COC[C@@H]1Sc1ccccc1,C[C@@H](N)C(=O)NC[C@@H]1COC[C@@H]1SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C2[C@H]1C,evolved,0.477,0.852,3.48,,1,18
O=C1c2ccccc2NS(=O)(=O)N1CCc1ccccc1,O=C1c2ccccc2NS(=O)(=O)N1Cc1ccccc1,evolved,0.627,0.943,2.32,,7,14 15 16 17 18 19 20
CCCCc1cc2c(cc1Cl)NC(=O)NS2(=O)=O,O=C1Nc2cc(Cl)c(F)cc2S(=O)(=O)N1,evolved,0.483,0.897,2.84,,4,0 1 2 3
O=C1Nc2cc(Cl)c(Oc3ccc(-c4ccccc4)cc3)cc2S(=O)(=O)N1,O=C1Nc2cc(Cl)c(F)cc2S(=O)(=O)N1,evolved,0.408,0.671,2.43,,13,8 9 10 11 12 13 14 15 16 17 18 19 20
CCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)C(OC)C[C@@]21F,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(O)[C@@]12F,evolved,0.479,0.791,4.9,,3,0 24 27
OC[C@H](Cc1ccc2ccccc2c1)[C@H]1CCCCN1,COC(=O)[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1.Cl,evolved,0.4,0.893,3.05,,8,0 1 14 15 16 17 18 19
ClO[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1,COC(=O)[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1.Cl,evolved,0.514,0.907,3.27,,2,0 1
O[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1,COC(=O)[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1.Cl,evolved,0.544,0.847,2.83,,1,0
COC(=O)C(O)c1ccc2ccccc2c1,COC(=O)[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1.Cl,evolved,0.441,0.781,2.27,,1,5
COC(=O)[C@H](c1ccc2ccccc2c1)c1ccc2ccccc2c1,COC(=O)[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1.Cl,evolved,0.448,0.478,1.99,,5,20 21 22 23 24
COC(=O)C(c1ccc2ccccc2c1)c1ccc2ccccc2c1,COC(=O)[C@H](c1ccc2ccccc2c1)[C@H]1CCCCN1.Cl,evolved,0.448,0.478,1.99,,5,20 21 22 23 24
COc1nc(C)c(Cl)c(Cl)c1Cl,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,evolved,0.421,0.732,2.63,,0,
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(=O)(=O)c2ccccc2)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,evolved,0.533,0.903,2.17,,6,14 15 16 17 18 19
COc1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,evolved,0.452,0.874,2.11,,2,0 1
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(=O)(=O)Nc2ccccc2)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,evolved,0.48,0.848,2.09,,6,15 16 17 18 19 20
CCCNc1nnc(Cc2ccccc2)s1,CC(=N)Nc1nnc(Cc2ccccc2)s1,evolved,0.554,0.862,1.95,,1,0
c1ccc(Cc2nnc(Nc3ccccc3)s2)cc1,CC(=N)Nc1nnc(Cc2ccccc2)s1,evolved,0.526,0.779,1.76,,6,10 11 12 13 14 15
c1ccc(Cc2nnc(-c3ccccc3)s2)cc1,CC(=N)Nc1nnc(Cc2ccccc2)s1,evolved,0.414,0.708,1.73,,6,9 10 11 12 13 14
CCCN(C)c1nnc2c3ccccc3c(N(C)C)nn12,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12,evolved,0.449,0.735,2.78,,5,0 1 2 3 4
CCc1nn2c(-c3ccccc3)nnc2c2ccccc12,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12,evolved,0.556,0.562,2.06,,2,0 1
Cc1nn2c(-c3ccccc3)nnc2c2ccccc12,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12,evolved,0.593,0.527,1.96,,1,0
CN(C)c1nn2c(N(C)c3ccccc3)nnc2c2ccccc12,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12,evolved,0.493,0.581,2.6,,8,7 8 9 10 11 12 13 14
c1ccc(-c2nn3c(-c4ccccc4)nnc3c3ccccc23)cc1,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12,evolved,0.567,0.476,1.95,,6,0 1 2 3 23 24
CCCNC(=O)c1cn(C)c(=O)c2cc3ccccc3nc12,CN(C)CCNC(=O)c1cn(C)c(=O)c2cc3ccccc3nc12,evolved,0.8,0.754,2.18,,1,0
Cn1cc(C(=O)NCC2CC2)c2nc3ccccc3cc2c1=O,CN(C)CCNC(=O)c1cn(C)c(=O)c2cc3ccccc3nc12,evolved,0.688,0.755,2.26,,3,8 9 10
COc1cn(C)c(=O)c2cc3ccccc3nc12,CN(C)CCNC(=O)c1cn(C)c(=O)c2cc3ccccc3nc12,evolved,0.468,0.612,2.18,,2,0 1
Cn1cc(C(=O)Nc2ccccc2)c2nc3ccccc3cc2c1=O,CN(C)CCNC(=O)c1cn(C)c(=O)c2cc3ccccc3nc12,evolved,0.636,0.574,2.04,,6,7 8 9 10 11 12
Cn1cc(-c2ccccc2)c2nc3ccccc3cc2c1=O,CN(C)CCNC(=O)c1cn(C)c(=O)c2cc3ccccc3nc12,evolved,0.439,0.499,2.01,,6,4 5 6 7 8 9
CCCO[C@@H]1C=C(C(=O)O)C[C@H](C(F)(F)F)[C@H]1N(C)C,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1N[C@H](O)C(F)(F)F,evolved,0.431,0.845,4.1,,5,12 13 14 15 19
CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NOc1ccccc1,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1N[C@H](O)C(F)(F)F,evolved,0.507,0.661,3.86,,7,15 16 17 18 19 20 21
CCCNc1c(F)cc(F)cc1Cl,CCCN=C(N)Nc1c(F)cc(F)cc1Cl,evolved,0.453,0.797,2.13,,2,0 1
COc1cc(Nc2ccccc2)c2ncccc2c1OC,COc1cc(NC(C)CCCN)c2ncccc2c1Oc1ccccc1,evolved,0.402,0.784,1.93,,7,6 7 8 9 10 11 20
COc1cc(OC)c2ncccc2c1Oc1ccccc1,COc1cc(NC(C)CCCN)c2ncccc2c1Oc1ccccc1,evolved,0.506,0.723,1.9,,2,5 6
O=C(OCc1ccccc1)c1cccc([N+](=O)[O-])c1,CC(C)(C)NCC(O)COC(=O)c1cccc([N+](=O)[O-])c1,evolved,0.457,0.479,1.56,,6,4 5 6 7 8 9
CC(C)(C)NCC(=O)c1cccc([N+](=O)[O-])c1,CC(C)(C)NCC(O)COC(=O)c1cccc([N+](=O)[O-])c1,evolved,0.478,0.494,2.1,,6,0 1 2 3 4 5
COC(CNC(C)(C)C)COC(=O)c1cccc([N+](=O)OC)c1,CC(C)(C)NCC(O)COC(=O)c1cccc([N+](=O)[O-])c1,evolved,0.493,0.583,3.32,,2,0 21
